timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,gmni_vwap,ecart_type,vwmp_upper
2021-02-24 00:00:00,87012810.26,48923.48,49130.5,47000.01,47260.0,127.6345864122,6137699.297271428,48088.05724060977,673.4583735455167,47998.96
2021-02-24 00:30:00,48446467.92,47247.96,48526.33,47243.76,48500.0,56.0452573469,2675573.9755516723,47739.525201763834,240.55536668474667,47526.91
2021-02-24 01:00:00,46670827.67,48510.28,49380.0,48442.89,49214.54,81.6432597585,3994024.2244893936,48920.44041729446,239.48818760684992,48917.48
2021-02-24 01:30:00,74237551.09,49233.05,50331.36,48764.28,50227.97,131.2786080721,6536682.357086035,49792.44107688895,374.0735810091966,49500.0
2021-02-24 02:00:00,77649635.84,50257.72,50613.36,49833.0,50063.91,92.2508755946,4635013.578928233,50243.57274717887,204.46697609038821,49957.78
2021-02-24 02:30:00,45578945.13,50086.98,50475.0,50033.6,50244.25,49.9677009539,2514066.7993057757,50313.83776542457,97.61386466118107,50393.03
2021-02-24 03:00:00,49381075.39,50200.0,50573.45,50054.16,50276.37,65.816035292,3318382.3000319498,50419.054950812286,110.11953018717519,50350.0
2021-02-24 03:30:00,38463409.29,50276.37,51000.0,50236.69,50965.74,44.3031808504,2242021.297722656,50606.32791341467,242.23551280519467,50700.0
2021-02-24 04:00:00,64399557.62,50943.71,51397.44,50680.4,50730.36,79.7229212514,4073169.393427696,51091.57227923541,157.70325345996807,51111.18
2021-02-24 04:30:00,46908636.9,50729.44,50966.54,50350.01,50645.41,48.1262224426,2438820.7682254426,50675.50795482062,139.19671455267405,50749.11
2021-02-24 05:00:00,61282893.77,50713.91,51015.63,50002.51,50406.91,64.2190084925,3250721.1269353917,50619.29798114271,329.98740317246416,50894.92
2021-02-24 05:30:00,43152714.160000004,50378.51,50546.71,50200.0,50212.6,35.3364444447,1779676.788174813,50363.77643936219,82.17425477504712,50233.35
2021-02-24 06:00:00,83484502.8,50253.37,50703.1,49450.82,49610.76,75.7257894923,3783975.0700624166,49969.43703633729,314.259876226792,49464.49
2021-02-24 06:30:00,42778600.22,49642.27,50428.29,49543.68,50140.49,35.1480754265,1752526.4414345513,49861.23479504169,196.12221494438182,49612.82
2021-02-24 07:00:00,28612373.7,50125.63,50183.63,49526.44,49679.13,16.7513792997,834825.2295631886,49836.20838781554,146.18021196998183,49732.44
2021-02-24 07:30:00,18232383.51,49717.54,50363.01,49704.76,50095.0,29.538723140400002,1481293.5165245289,50147.51346846708,117.4131737690805,50280.0
2021-02-24 08:00:00,18268478.1,50041.59,50899.0,49845.77,50596.94,22.1289019717,1113047.020904416,50298.3393540203,284.9785040362772,50400.0
2021-02-24 08:30:00,21360871.09,50649.48,50904.42,50302.63,50684.06,29.2444887729,1480121.6109433009,50611.9844473016,139.39124115481087,50447.45
2021-02-24 09:00:00,39637325.85,50689.09,51058.84,50351.27,50789.26,29.0258848935,1470298.1295804179,50654.721982642244,170.19585840872668,50755.5
2021-02-24 09:30:00,31880080.7,50810.3,51442.01,50789.26,50901.73,27.65376641,1414789.0236782907,51160.8076347489,177.73317765293126,51262.86
2021-02-24 10:00:00,35339948.21,50915.34,51044.54,50175.98,50455.23,34.3199705743,1734093.8193193448,50527.252509298334,222.34333553332104,50457.26
2021-02-24 10:30:00,39439900.95,50442.21,50644.76,50121.89,50121.89,30.9315979056,1560740.037433769,50457.78889913752,122.72646960726564,50541.17
2021-02-24 11:00:00,24833509.88,50152.87,50957.67,50121.89,50778.39,22.0975356872,1113966.704487883,50411.35447212552,191.02027655803718,50231.77
2021-02-24 11:30:00,25609352.79,50788.33,50880.7,50238.25,50360.62,11.9170040538,601960.5347256792,50512.74061904266,172.96133200885924,50501.1
2021-02-24 12:00:00,51066541.01,50409.14,51212.69,50377.9,51140.64,52.1737202705,2656917.146371473,50924.43346183508,223.70056119372057,50949.07
2021-02-24 12:30:00,31684010.73,51165.27,51364.74,50614.12,50742.99,37.6185611272,1916465.3154930929,50944.6735353043,167.9487268310036,51234.95
2021-02-24 13:00:00,100279958.01,50784.52,51114.68,49484.99,49598.12,200.3346122452,10018550.380126009,50009.083641841076,406.36248299485993,49890.31
2021-02-24 13:30:00,95848954.27,49620.52,49873.56,48940.12,49470.1,155.2895119663,7673827.81046125,49416.265872009295,175.93997472937428,49358.69
2021-02-24 14:00:00,67970196.14,49480.62,49792.18,49150.0,49507.37,103.4297083991,5115300.134857182,49456.77807694266,138.41634864996462,49500.0
2021-02-24 14:30:00,90401117.92999999,49507.37,49679.39,48730.24,49424.75,125.9528851309,6189142.496531148,49138.55280169971,231.40930853581597,49640.6
2021-02-24 15:00:00,85081463.06,49435.86,49669.02,48481.21,49170.86,76.5606909113,3758382.531716436,49090.23791426778,335.8924059514237,49450.57
2021-02-24 15:30:00,57768880.45,49170.86,49890.38,49009.85,49869.66,65.2160502825,3224052.9639954194,49436.49531104092,194.83525178745012,49254.76
2021-02-24 16:00:00,44552574.66,49898.58,50138.01,49415.39,49494.88,45.2706793565,2253509.084211727,49778.55681081506,185.30305507162132,49477.09
2021-02-24 16:30:00,41538750.13,49537.49,49907.16,49306.35,49393.64,35.411837708,1758033.2659135852,49645.355330328486,133.5435235993257,49504.42
2021-02-24 17:00:00,64865687.93,49391.94,50016.49,49385.52,49772.89,111.3348316471,5548370.459537282,49834.992135471584,133.35893156445312,49873.78
2021-02-24 17:30:00,48992296.78,49771.38,50126.6,49647.68,50095.84,75.2898948773,3753691.4459366514,49856.51065198119,104.60109709726486,49700.0
2021-02-24 18:00:00,52886984.47,50122.58,50128.0,49552.45,49681.96,108.7178070608,5416006.909896642,49817.10960070929,151.82166955927087,49579.61
2021-02-24 18:30:00,40612523.14,49680.21,50033.53,49602.48,49612.0,52.0814619946,2591242.0729385065,49753.635433797455,111.4675056091792,49680.21
2021-02-24 19:00:00,47180714.17,49612.0,49732.31,49352.38,49479.2,54.1084210804,2679104.702066073,49513.63666822169,85.32306885173175,49500.0
2021-02-24 19:30:00,62568409.17,49472.89,49472.89,48900.0,48974.48,115.1079765767,5647141.68900798,49059.516611736406,107.56148554421029,48900.08
2021-02-24 20:00:00,55918010.79,48971.4,49255.71,48782.42,48907.6,92.7933616467,4547423.309427517,49005.91193949095,134.60244259101097,49010.0
2021-02-24 20:30:00,64283523.45,48906.88,49255.52,48626.66,49179.75,87.1485303801,4261270.030006677,48896.63671230099,173.3125970697856,48790.49
2021-02-24 21:00:00,63607465.18,49106.84,49171.5,48139.0,48218.64,77.0796844353,3749068.0614944976,48638.86105607284,289.68267275004445,49091.0
2021-02-24 21:30:00,43955195.6,48228.98,48968.01,48139.0,48811.21,58.536482856,2831936.624556856,48379.00205797182,164.98328686286737,48169.0
2021-02-24 22:00:00,41128698.33,48790.49,48790.49,48113.83,48728.78,39.646172045,1920524.0654593275,48441.6014559856,168.78463350830953,48132.5
2021-02-24 22:30:00,38089335.53,48735.81,49004.72,48505.47,48894.23,67.9237733111,3312814.596386712,48772.53478268317,102.25450176918149,48863.0
2021-02-24 23:00:00,34074021.1,48852.32,49579.74,48786.49,49347.98,31.0957531529,1534289.1663423413,49340.79450650814,152.7703364701257,49309.1
2021-02-24 23:30:00,32794835.46,49409.24,49809.31,49401.74,49766.06,26.239240538,1301356.313818906,49595.80716272125,97.96564405495442,49700.0
