timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,bnus_vwap,ecart_type,vwmp_lower
2021-02-24 00:00:00,19563811.62,48875.0,49096.01,48547.46,48620.48,13.498847,660233.28437816,48910.34651908862,127.3863542774401,49017.0
2021-02-24 00:05:00,8116942.5,48645.88,48709.53,48500.0,48608.0,2.637559,128196.58613828,48604.2534549104,49.62783297514353,48709.53
2021-02-24 00:10:00,10505799.78,48600.7,48607.31,48129.2,48129.2,8.685814,420594.44849616,48423.14704138955,123.73885034812805,48547.76
2021-02-24 00:15:00,17788290.31,48128.0,48128.0,47590.0,47781.78,18.965972,907355.98490067,47841.25933016615,139.11603651353468,47840.0
2021-02-24 00:20:00,19077957.45,47777.01,47804.84,47001.88,47055.43,19.688009,931255.32896433,47300.63507002308,220.0357866689644,47179.67
2021-02-24 00:25:00,10529402.39,47114.14,47344.7,47010.0,47269.36,6.09969,287961.60957781,47209.22039936619,63.926565743909244,47190.95
2021-02-24 00:30:00,13630817.65,47272.36,47698.08,47239.9,47684.48,18.412376,874576.35943949,47499.37538965585,102.09404210420453,47611.0
2021-02-24 00:35:00,10919611.76,47654.38,47817.15,47548.55,47700.0,16.28071,776423.24814023,47689.7658726327,58.61583635363808,47756.24
2021-02-24 00:40:00,8257191.22,47695.07,47840.0,47584.5,47721.08,7.564715,361112.14020846,47736.38401558553,64.50005207386647,47600.0
2021-02-24 00:45:00,5545402.75,47727.91,47912.0,47727.91,47762.54,5.086027,243137.64596622,47805.02462260229,37.87127208856472,47805.38
2021-02-24 00:50:00,8537614.69,47763.66,48224.44,47720.01,48198.05,5.6929870000000005,273216.84475273,47991.82656709562,157.20016730203736,48111.62
2021-02-24 00:55:00,9954489.62,48190.5,48482.38,48138.23,48482.38,5.242122,253376.17403711998,48334.65799481967,89.90676060591153,48366.34
2021-02-24 01:00:00,12336976.79,48438.82,48700.0,48438.82,48527.56,7.3972690000000005,359560.90631613,48607.25036714629,63.11929495653714,48643.45
2021-02-24 01:05:00,14029869.99,48509.2,48899.99,48492.78,48810.24,11.714046,570505.1151103401,48702.652790533684,87.81422374488217,48546.1
2021-02-24 01:10:00,14310281.26,48795.93,48981.09,48674.48,48750.0,23.038009,1125528.14188777,48855.269649724076,76.23854757745015,48798.79
2021-02-24 01:15:00,11111757.06,48749.99,49068.99,48749.99,49009.36,7.184227,351711.86988525,48956.118714685654,66.34864447247197,48923.47
2021-02-24 01:20:00,9560641.94,49033.03,49182.18,48869.22,49173.35,5.1415820000000005,252181.50570897,49047.45382043309,75.86926973300749,48957.71
2021-02-24 01:25:00,15261478.0,49173.35,49359.42,49120.79,49154.88,11.517141,567031.13483589,49233.67134568293,65.83796290278393,49277.64
2021-02-24 01:30:00,8717674.53,49169.14,49197.66,48775.58,48982.18,8.086314,395885.1941431,48957.43525951379,109.29176949367623,48954.87
2021-02-24 01:35:00,10962844.84,49008.91,49306.6,48937.36,49285.0,6.668892,327946.53655961,49175.56568011749,104.39189618683548,49211.52
2021-02-24 01:40:00,18938340.55,49285.0,49900.0,49285.0,49728.82,19.278649,956092.358707,49593.327764149864,161.51356822162717,49736.07
2021-02-24 01:45:00,14941801.9,49715.17,49939.05,49650.0,49796.96,9.091111999999999,452839.89408303,49811.276561440456,71.48678599029476,49779.87
2021-02-24 01:50:00,16845897.73,49796.98,49813.19,49518.38,49784.75,9.209422,457613.51548741,49689.710764411706,63.96596758464044,49791.87
2021-02-24 01:55:00,11734693.48,49800.0,50214.5,49626.71,50214.49,5.736599,286543.30734949,49950.032649918525,145.40924918482412,49956.72
2021-02-24 02:00:00,23863075.32,50171.91,50566.28,49844.07,50531.41,25.249246,1268213.12252218,50227.76214870654,190.0082979412977,50194.7
2021-02-24 02:05:00,13061293.19,50511.67,50550.0,50228.68,50309.49,8.744357,441092.17410291,50443.06563683412,75.75590787878754,50522.16
2021-02-24 02:10:00,13346799.74,50354.99,50354.99,49960.19,50324.93,7.868932,394817.96070254,50174.27532764803,107.22346359516904,50183.98
2021-02-24 02:15:00,12574868.33,50347.09,50347.6,49895.19,50051.66,14.1865,710980.53704081,50116.69806088958,129.63463105651616,50347.09
2021-02-24 02:20:00,13232303.13,50076.65,50126.34,49781.14,49865.88,12.260553,611790.80944793,49899.12032906917,83.19677441114288,49855.0
2021-02-24 02:25:00,9947297.63,49857.94,50152.81,49854.98,50050.0,5.170043,258565.18273209,50012.19191640959,77.38037886053617,50100.0
2021-02-24 02:30:00,9189545.78,50031.42,50351.59,50031.42,50201.88,6.346722,318753.09351366997,50223.263838193954,80.02324935809202,50134.57
2021-02-24 02:35:00,12389606.9,50201.88,50489.83,50198.25,50338.19,7.779872,391965.96515356,50382.058362086165,63.433359200674545,50446.85
2021-02-24 02:40:00,10936534.3,50318.77,50341.65,50050.02,50094.86,7.673311,385040.16230036,50179.142002762565,87.53687649481876,50318.77
2021-02-24 02:45:00,8550969.57,50096.13,50423.49,50096.13,50274.18,4.613151,232063.83914777002,50304.843511034,78.04502783763012,50372.78
2021-02-24 02:50:00,9760170.86,50328.5,50398.55,50199.68,50338.41,7.925433,398782.7845857,50316.8450967537,46.55138542198426,50360.74
2021-02-24 02:55:00,8297671.88,50353.15,50400.0,50157.7,50206.46,4.917194,247293.83942148002,50291.6580922941,65.68807314653348,50311.92
2021-02-24 03:00:00,11109807.57,50177.5,50477.7,50091.01,50439.84,6.751783,339315.79124042,50255.73115137439,117.94634707708852,50284.1
2021-02-24 03:05:00,9688754.42,50434.56,50534.89,50282.73,50310.98,7.1804879999999995,362374.59727786,50466.56958104519,61.62200209484137,50500.0
2021-02-24 03:10:00,7404904.39,50282.51,50465.95,50260.63,50392.6,5.394127,271688.17383912,50367.40400052131,47.41889878545354,50425.27
2021-02-24 03:15:00,9721012.14,50409.54,50481.95,50216.66,50431.35,5.97949,301139.4449644,50362.06180868268,63.51102085398964,50336.72
2021-02-24 03:20:00,8355627.38,50466.36,50466.36,50241.43,50297.9,4.5053469999999995,226747.44885277,50328.5205008116,45.38012500413811,50323.2
2021-02-24 03:25:00,6283554.0,50281.63,50316.63,50200.0,50259.89,4.973502,249992.90890173,50264.965994128484,27.189510565657045,50220.4
2021-02-24 03:30:00,5682222.87,50257.57,50391.84,50247.27,50380.64,2.263325,113800.82051063,50280.37091916981,28.413666241611384,50271.18
2021-02-24 03:35:00,8060357.76,50391.84,50500.0,50236.75,50500.0,7.137402,359485.13167665,50366.38424971019,55.914001971777765,50321.62
2021-02-24 03:40:00,7470975.29,50520.2,50560.2,50389.78,50466.32,6.657227,336108.98121603,50487.835432985834,47.845118489471325,50497.44
2021-02-24 03:45:00,9594678.89,50463.88,50722.0,50335.14,50722.0,3.617642,182616.12491983,50479.32463185411,109.70486375773162,50356.94
2021-02-24 03:50:00,10212856.74,50704.25,50894.51,50704.25,50812.04,8.801688,447362.33866317,50826.87987385716,47.74245517252294,50875.0
2021-02-24 03:55:00,8347753.56,50826.23,50995.25,50801.79,50898.28,16.142047,821123.10658791,50868.58603421921,43.66019599891754,50850.0
2021-02-24 04:00:00,12601944.66,50900.61,51109.4,50900.61,51051.12,7.916987,403936.80047871,51021.53135766296,47.90486752218566,51024.07
2021-02-24 04:05:00,11156713.39,51036.3,51274.32,51035.0,51207.48,7.174429,367106.51707514003,51168.74347423886,45.22667663706287,51152.97
2021-02-24 04:10:00,11226247.2,51215.88,51357.77,51160.48,51306.18,7.27096,372779.79099546,51269.679794065705,44.01554648325911,51284.35
2021-02-24 04:15:00,22701763.63,51306.19,51399.11,50918.39,51005.96,24.195074,1237442.21510628,51144.38646090853,141.28287148853698,50963.33
2021-02-24 04:20:00,21153922.59,51005.71,51179.46,50831.88,51034.23,16.127871,822120.81984224,50975.160939856236,68.04413302953498,50956.34
2021-02-24 04:25:00,13525401.56,51049.38,51078.77,50689.38,50689.38,7.583175,385550.85379812,50842.932386252454,108.38224922489019,50813.01
2021-02-24 04:30:00,10561496.36,50700.0,50873.49,50666.51,50780.52,9.774585,496127.67902095,50756.90466868414,47.432187748177824,50738.96
2021-02-24 04:35:00,9129043.98,50763.82,50849.98,50618.22,50618.22,7.453915,378214.88344574,50740.43418066077,60.02375246609527,50794.5
2021-02-24 04:40:00,12120504.06,50645.5,50645.5,50342.02,50349.55,17.829724,900309.91095722,50494.88769188014,79.62835781996387,50349.56
2021-02-24 04:45:00,8897468.790000001,50349.56,50694.0,50349.56,50694.0,4.306196,217610.02697505,50534.16680872166,84.60700967291234,50650.66
2021-02-24 04:50:00,9867396.66,50693.71,50987.83,50665.64,50887.05,7.236284,368306.08819551003,50897.130100962044,70.57504086737643,50919.12
2021-02-24 04:55:00,11273030.15,50890.09,50890.09,50614.46,50636.53,5.938276,301492.7563062,50771.09186339604,64.66813196357583,50799.65
2021-02-24 05:00:00,6148415.32,50656.06,50930.05,50656.06,50885.24,5.428574,275754.60461738,50796.876788891524,80.1577466800998,50829.17
2021-02-24 05:05:00,7589713.39,50885.24,51030.13,50880.0,50984.02,3.350831,170757.88749613,50959.86264187301,39.23521185060361,50914.13
2021-02-24 05:10:00,6905299.16,50936.29,50936.29,50560.98,50667.33,5.78456,293431.0579168,50726.599415824196,99.95740886769352,50619.9
2021-02-24 05:15:00,9120504.11,50619.56,50619.56,50217.35,50243.87,5.182855,261107.98525049,50379.1800562605,100.05599613666844,50500.0
2021-02-24 05:20:00,17807314.75,50248.08,50407.26,49983.24,50112.37,17.91402,898320.49896048,50146.226193812436,103.13459775499436,50102.62
2021-02-24 05:25:00,9685760.0,50125.29,50425.8,50042.2,50385.42,7.653217,384187.1957202,50199.438447936336,89.05646646829202,50412.93
2021-02-24 05:30:00,7544063.21,50381.62,50402.07,50183.71,50302.58,4.648274,233700.10341371,50276.748619747894,46.678016663045405,50308.65
2021-02-24 05:35:00,4790204.87,50280.44,50516.14,50259.66,50485.77,3.686712,186061.53908549,50468.15131897744,72.32984547653376,50482.12
2021-02-24 05:40:00,8769009.59,50485.76,50543.0,50265.57,50381.24,6.097444,307193.90940542,50380.76764713543,72.15465753765565,50345.46
2021-02-24 05:45:00,5593827.12,50393.29,50500.0,50258.63,50258.63,1.750958,88226.32966729,50387.46198783178,56.17302341152391,50283.82
2021-02-24 05:50:00,5387038.19,50248.6,50487.94,50241.0,50352.0,1.982339,99789.43984656,50339.24058728603,73.97792146112674,50248.61
2021-02-24 05:55:00,4729713.63,50345.24,50429.55,50217.25,50217.25,2.156872,108505.89972227,50307.064917282994,68.66052273549188,50355.19
2021-02-24 06:00:00,6759628.29,50211.36,50543.0,50211.36,50497.99,4.313391,217589.70651318,50445.161709935404,70.5466386052177,50458.43
2021-02-24 06:05:00,14198682.92,50499.21,50678.4,50387.39,50502.05,18.958154,957327.95559893,50496.89730334134,72.16905767935555,50439.66
2021-02-24 06:10:00,14711470.12,50502.05,50555.86,49599.36,49773.22,10.721811,536749.43099175,50061.452397524066,296.9056810429735,50176.24
2021-02-24 06:15:00,13603577.08,49749.44,49933.66,49400.0,49692.0,16.458446,816568.8548523299,49613.97053235342,133.4541490462185,49590.41
2021-02-24 06:20:00,8866034.64,49667.24,50091.0,49568.54,50050.48,4.239872,211166.58123445,49804.94251582359,164.1063603273003,49583.4
2021-02-24 06:25:00,10810370.05,50089.5,50089.5,49524.08,49692.25,12.122195,603378.92735149,49774.725398452174,142.24188551586053,49743.46
2021-02-24 06:30:00,9800124.52,49674.54,49890.99,49524.08,49756.42,9.738748,483964.27715688,49694.712005781446,81.53169798469986,49716.42
2021-02-24 06:35:00,3380095.08,49771.05,49856.69,49594.45,49856.69,2.240246,111308.89799784,49686.015731236665,72.5528453628263,49624.19
2021-02-24 06:40:00,5287022.8,49852.34,50000.0,49706.01,49999.99,2.51072,125127.07155000001,49837.12701934107,77.43514263853528,49785.2
2021-02-24 06:45:00,10194255.43,50000.0,50551.92,49991.0,50179.19,20.089541,1011148.0375789499,50332.062717557856,147.4275006333222,50151.0
2021-02-24 06:50:00,5804032.82,50189.36,50189.36,49924.43,49931.89,2.256693,112932.11952652,50043.19130981485,57.18179497225058,50003.11
2021-02-24 06:55:00,2853946.31,49943.61,50146.05,49943.61,50093.88,1.376549,68938.74645795,50080.8517952866,50.60707888529574,50051.13
2021-02-24 07:00:00,2702162.92,50091.48,50140.69,49924.43,50018.96,0.440289,22025.38209794,50024.82936875553,46.9220761246389,50060.98
2021-02-24 07:05:00,5736675.63,50018.26,50076.21,49718.25,49808.64,3.122941,155665.17751402,49845.699138734926,114.38585156425317,49868.01
2021-02-24 07:10:00,4274567.77,49808.6,49833.15,49543.0,49599.95,1.551171,77121.61356183,49718.31832971994,86.22185592604743,49783.48
2021-02-24 07:15:00,6898041.14,49531.0,49817.94,49501.04,49695.97,16.291404,807748.0668697599,49581.24338883008,90.35401426611526,49557.0
2021-02-24 07:20:00,3641989.32,49746.21,49999.46,49733.43,49927.62,2.683049,133860.05490198,49891.0213350483,74.11241258288194,49925.63
2021-02-24 07:25:00,4481863.61,49948.94,49948.94,49586.44,49673.11,2.372982,118202.58599746,49811.83422270376,114.68628474777093,49889.82
2021-02-24 07:30:00,3493718.13,49712.98,50019.27,49712.98,49933.55,1.32226,65938.21638358,49867.814486999545,59.53595000741749,49904.38
2021-02-24 07:35:00,7204489.17,49957.69,50221.64,49861.13,50060.16,5.326573,266437.67650539003,50020.46841475561,90.48273142466321,49861.83
2021-02-24 07:40:00,3705899.21,50104.08,50135.43,50022.54,50066.78,3.0815449999999998,154265.87622938,50061.21157710824,33.552697284288485,50085.03
2021-02-24 07:45:00,4709716.78,50058.1,50245.58,49966.04,50182.27,4.82902,241922.5945637,50097.65844078095,66.8573736603975,50050.71
2021-02-24 07:50:00,4469301.91,50165.63,50362.13,50091.0,50133.6,4.757921,238961.66592749,50223.96671308539,72.12125015362479,50210.19
2021-02-24 07:55:00,2306160.97,50123.71,50209.75,50042.91,50042.91,1.933866,96897.75804101,50105.72503007446,41.488280669841046,50135.5
2021-02-24 08:00:00,6857753.12,50089.2,50218.4,49818.38,50218.4,5.379653,269364.99276162,50071.07201182308,97.00929156665234,50120.06
2021-02-24 08:05:00,5484441.28,50225.0,50488.71,50118.95,50485.64,2.379693,119675.44570006001,50290.287738821775,100.01182256373878,50163.48
2021-02-24 08:10:00,3125785.17,50446.16,50486.05,50344.09,50486.05,3.343995,168556.220263,50405.64362775663,30.597499343950258,50400.0
2021-02-24 08:15:00,13540105.1,50486.05,50884.72,50486.05,50750.66,7.020923,356227.52462152,50737.990520836065,118.04841006704152,50540.29
2021-02-24 08:20:00,9728798.45,50722.5,50753.76,50569.38,50668.06,3.435757,174038.08471026,50654.94582715251,45.15649870098639,50689.27
2021-02-24 08:25:00,11287012.58,50626.62,50709.92,50538.05,50602.84,7.198057,364304.27393624,50611.47389305754,36.559838391725485,50647.16
2021-02-24 08:30:00,6192663.17,50657.58,50876.97,50645.25,50675.08,4.614184,234256.05384399,50768.68496011213,59.50951532731663,50796.49
2021-02-24 08:35:00,5732665.42,50705.23,50823.68,50636.8,50728.3,4.800544,243588.90827624,50741.938471189926,43.33547179309103,50738.12
2021-02-24 08:40:00,5813179.25,50754.05,50754.05,50420.24,50422.99,2.099803,106200.90382147,50576.603529697786,82.31502944122262,50667.73
2021-02-24 08:45:00,4992023.61,50438.22,50527.26,50297.04,50483.37,5.773432,291098.02603833,50420.27446384229,68.25650688027275,50316.84
2021-02-24 08:50:00,4200325.02,50471.95,50689.44,50471.95,50673.33,2.520573,127557.40539808999,50606.511058433935,68.68550458698479,50629.85
2021-02-24 08:55:00,6131734.51,50644.06,50733.47,50616.15,50658.05,5.844398,296146.74693869,50671.89930232164,26.976309441330038,50653.24
2021-02-24 09:00:00,6722811.03,50661.48,50674.44,50434.81,50475.1,5.485545,277158.37693831,50525.221639474286,69.52463609205243,50661.48
2021-02-24 09:05:00,6719643.51,50475.09,50606.36,50410.74,50461.61,6.497885,328216.62067242,50511.300318860674,42.04098835090273,50505.07
2021-02-24 09:10:00,5451813.76,50479.13,50592.29,50362.72,50592.29,3.368098,170093.12793145998,50501.24073927182,53.60716793660912,50585.62
2021-02-24 09:15:00,10823308.35,50592.29,50960.94,50592.29,50918.72,10.727679,544922.63548655,50795.949010643395,107.64184251962448,50880.0
2021-02-24 09:20:00,11494954.59,50915.59,51000.0,50746.01,50775.26,10.525732,535436.4307085,50869.2821276943,60.69087628450286,50858.66
2021-02-24 09:25:00,11531302.82,50766.16,50882.51,50695.0,50767.53,8.405604,427103.70071390003,50811.77994037074,43.14427581293673,50816.83
2021-02-24 09:30:00,9818505.23,50767.53,50979.11,50767.53,50841.46,5.569489,283401.07668525,50884.574273375896,56.04056539946616,50871.0
2021-02-24 09:35:00,8522053.81,50840.09,51238.24,50803.55,51238.24,8.423608999999999,430096.58556316,51058.46977977729,126.78128151446657,51140.28
2021-02-24 09:40:00,11531839.47,51228.84,51402.65,51102.03,51308.78,4.442351,227642.87020167,51243.78289821538,71.92210632485967,51399.98
2021-02-24 09:45:00,10894493.98,51334.2,51334.2,50944.56,50974.66,3.575129,182852.67212088002,51145.75505411973,69.34651139927507,51184.54
2021-02-24 09:50:00,7183279.92,50947.11,51098.18,50894.44,50906.63,3.403927,173422.48002313,50947.76710050775,40.82071540993771,50913.54
2021-02-24 09:55:00,8551563.47,50923.46,50934.27,50864.1,50904.26,3.957893,201436.90661466,50894.98544166302,12.60497639539391,50893.66
2021-02-24 10:00:00,6266834.35,50908.49,51042.97,50898.0,50911.24,1.734288,88357.04704476,50947.159321150815,40.536070543693285,50920.57
2021-02-24 10:05:00,8702123.24,50905.66,51025.96,50726.73,50988.79,2.576661,131054.72563132,50862.23047242923,66.77375797147842,50746.01
2021-02-24 10:10:00,7313338.05,50973.04,50973.04,50622.7,50683.76,4.017875,204070.43323114,50790.63764580531,101.64791125134926,50786.28
2021-02-24 10:15:00,7477182.12,50671.99,50671.99,50368.42,50557.56,3.8482439999999998,194342.92508854,50501.71587054771,66.80497373368854,50555.9
2021-02-24 10:20:00,7573002.37,50555.03,50660.04,50246.1,50262.43,7.251043,365969.39450467,50471.27627083029,122.76439814504698,50516.9
2021-02-24 10:25:00,7005821.38,50262.43,50546.27,50178.57,50452.62,4.49549,226430.74191012,50368.422999521754,106.6118169080017,50461.17
2021-02-24 10:30:00,8342638.99,50435.31,50621.67,50435.31,50524.9,4.533549,229206.61499113002,50557.87750195928,40.96150177691271,50603.84
2021-02-24 10:35:00,8408485.05,50515.47,50515.47,50266.71,50338.67,4.605049,231885.15148049,50354.5459517347,49.769579242241406,50322.02
2021-02-24 10:40:00,6715952.25,50375.17,50569.46,50375.17,50543.03,3.882042,196091.21026725,50512.387621579044,54.824533965867964,50506.87
2021-02-24 10:45:00,4144344.74,50569.74,50620.44,50493.61,50549.66,1.229757,62146.36816381,50535.48641220177,32.21297378774391,50517.91
2021-02-24 10:50:00,4946075.66,50549.65,50611.92,50342.01,50384.78,3.866003,195105.16937118,50466.89549159169,75.74078594166012,50515.45
2021-02-24 10:55:00,7035813.93,50367.03,50442.09,50099.68,50111.98,3.315214,166498.24751637998,50222.47357678267,112.89189772564238,50116.94
2021-02-24 11:00:00,6289321.38,50113.4,50513.79,50113.4,50451.06,4.0638570000000005,204378.61443813,50291.78301257401,95.89296763224316,50285.31
2021-02-24 11:05:00,6520316.68,50433.7,50621.67,50424.03,50520.11,3.1817189999999997,160888.42399688,50566.50948650086,38.61902441792569,50558.98
2021-02-24 11:10:00,4243871.55,50520.11,50600.95,50406.31,50407.52,1.391816,70297.34378552,50507.64166062181,52.78492949711438,50478.74
2021-02-24 11:15:00,4685079.47,50417.55,50468.47,50271.57,50337.48,1.004931,50624.842681609996,50376.43647335986,51.13212328252527,50340.0
2021-02-24 11:20:00,6013934.89,50340.0,50876.08,50340.0,50869.82,2.405362,121566.38698488999,50539.74702555788,167.3397716396285,50540.48
2021-02-24 11:25:00,3201087.92,50820.36,50905.69,50730.97,50765.68,1.11025,56392.85827122,50792.93697024994,46.30192727563471,50787.44
2021-02-24 11:30:00,5736151.32,50757.43,50872.93,50649.58,50684.71,0.932193,47330.44927153,50773.22965472816,56.34194748728423,50757.43
2021-02-24 11:35:00,4409564.89,50680.46,50757.08,50625.01,50625.04,0.91992,46651.529832349996,50712.59439119706,37.6103529509493,50662.11
2021-02-24 11:40:00,12873081.64,50636.0,50670.6,50371.28,50375.94,8.4828,428092.2834024,50465.9173153204,82.26083968270734,50477.19
2021-02-24 11:45:00,4537748.57,50429.8,50500.93,50342.0,50382.99,0.61866,31190.09919999,50415.574305741444,40.785335996630415,50372.58
2021-02-24 11:50:00,3774526.84,50385.22,50406.19,50246.9,50321.74,2.092236,105270.92020066,50315.03147859993,35.21496807867655,50335.89
